input,output
"As the social media manager for 'blackberry' (Twitter: @BlackBerry), create a tweet using the following keywords: ['blackberry', 'decade', 'rat']. Craft a message that aligns with our brand and is likely to receive at least 22 likes.","Missed out on the ""Decade of the RATs – Custom Chinese Linux Rootkits for Everyone"" session at #BHUSA? Download the full report: <hyperlink> #malware #infosec #security <hyperlink>"
"As the social media manager for 'williams' (Twitter: @WilliamsRacing), create a tweet using the following keywords: ['group', 'man', 'work', 'race', 'car', 'work']. Craft a message that aligns with our brand and is likely to receive at least 125 likes.","Medium 🔄 Hard

Pitstop for #RK88 and he’s back out and on his way.

#MonacoGP 🇲🇨 <hyperlink>"
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['people', 'show', 'composite', 'image', 'show']. Craft a message that aligns with our brand and is likely to receive at least 628 likes.","A Dallas police officer who fatally shot a man in his apartment after mistaking it for her own was arrested Sunday on a manslaughter charge, the Texas Rangers said <hyperlink> <hyperlink>"
"As the social media manager for 'amc' (Twitter: @AMCTheatres), create a tweet using the following keywords: ['member', 'pay', 'online', 'ticketing', 'fee', 'pay']. Craft a message that aligns with our brand and is likely to receive at least 17 likes.","With a deal like these, a Premiere membership can pay for itself in just one visit... and you'll enjoy our best perks all year long! Join or extend now: <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['corn', 'cob']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.","Low Demand Brings Down Prices Of Guinea Corn, Millet <hyperlink> <hyperlink>"
"As the social media manager for 'emerson' (Twitter: @EMR_Automation), create a tweet using the following keywords: ['emerson', 'nstm']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Integrated control and remote monitoring that is reliable and safe?  Find out how.  Visit our booth at #NISTM2019.  #Emerson #FinalControl  <hyperlink> <hyperlink>
"As the social media manager for 'cameron' (Twitter: @thecameroncuffe), create a tweet using the following keywords: ['box', 'miracle', 'street']. Craft a message that aligns with our brand and is likely to receive at least 1143 likes.","Hey New Genesis,

Thanks for sending this magnificent story to set.

#Krypton sends her regards. <hyperlink>"
"As the social media manager for 'no' (Twitter: @DemonSlayerUSA), create a tweet using the following keywords: ['anime', 'character', 'blue', 'eye', 'black', 'hair']. Craft a message that aligns with our brand and is likely to receive at least 919 likes.","#DidYouKnow Aoi Kanzaki is a Demon Slayer and a resident of the Butterfly Mansion. She looks up to the master of the mansion, Shinobu Kocho, for her strength and grace. <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'stand', 'white', 'box', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Election Violence: Melaye Announces Nephew’s Death <hyperlink> <hyperlink>
"As the social media manager for 'free' (Twitter: @FreePeople), create a tweet using the following keywords: ['woman', 'yellow', 'floral', 'print', 'sit', 'floor', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 46 likes.","Tunic time &gt;&gt;&gt;
<hyperlink> <hyperlink>"
"As the social media manager for 'williams' (Twitter: @WilliamsRacing), create a tweet using the following keywords: ['racing', 'car', 'drive', 'track', 'sunset', 'drive']. Craft a message that aligns with our brand and is likely to receive at least 501 likes.","On to the next one 🔜🇵🇹

#EifelGP 🇩🇪 | #WeAreWilliams 💙 <hyperlink>"
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['view', 'chicago', 'river', 'window', 'building']. Craft a message that aligns with our brand and is likely to receive at least 1418 likes.",Chicago will be colder than Antarctica this week <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'hold', 'gun', 'cell', 'phone', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Varsity Drop-Out Arrested For Feasting On Ladies’ Nude Pictures <hyperlink> <hyperlink>
"As the social media manager for 'williams' (Twitter: @WilliamsRacing), create a tweet using the following keywords: ['man', 'race', 'uniform', 'walk', 'track', 'race', 'walk']. Craft a message that aligns with our brand and is likely to receive at least 480 likes.","Testing here we come! Our line-up for this week 👊

Day 1⃣: <mention>/<mention>
Day 2⃣: #GR63
Day 3⃣: #NL6

#WeAreWilliams <hyperlink>"
"As the social media manager for 'cbc' (Twitter: @CBCNL), create a tweet using the following keywords: ['president', 'obama', 'speak', 'national', 'convention', 'democratic', 'party', 'speak']. Craft a message that aligns with our brand and is likely to receive at least 164 likes.","The 44th president of the United States is coming to St. John's

<hyperlink> <hyperlink>"
"As the social media manager for 'travelers' (Twitter: @TRVLRSseries), create a tweet using the following keywords: ['man', 'lean', 'machine', 'room', 'lean']. Craft a message that aligns with our brand and is likely to receive at least 85 likes.",This week's featured #Travelers cast member is Chad Krowchuk! What's your favourite Simon scene? <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'glass', 'blue', 'cap']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Fayemi Eyes $100m From Development Partners To Boost Infrastructure <hyperlink> <hyperlink>
"As the social media manager for 'bell' (Twitter: @Bell_LetsTalk), create a tweet using the following keywords: ['woman', 'wear', 'headset', 'office', 'wear']. Craft a message that aligns with our brand and is likely to receive at least 380 likes.","#BellLetsTalk is announcing $5M to organizations delivering #mentalhealth supports to youth, families and communities in the COVID-19 crisis. Thanks to <mention>, <mention> <mention> <mention> and <mention> for supporting Canadians. <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoCanada), create a tweet using the following keywords: ['security', 'webinar']. Craft a message that aligns with our brand and is likely to receive at least 3 likes.","Register today for our Cloud Security #webinar, hosted by <mention> and the Cisco <mention> team. Learn how Meraki access points now integrate with Cisco Umbrella to protect wireless clients from malicious online threats. <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'look', 'newspaper', 'street', 'look']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Newspapers’ Distributors Pay Courtesy Visit To INL <hyperlink> <hyperlink>
"As the social media manager for 'amd' (Twitter: @AMDGaming), create a tweet using the following keywords: ['amd', 'red', 'team', 'hold', 'variety', 'computer', 'part', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 1234 likes.","Announcing the #AMDRedTeam Summer Nights Community PC Build!

We're letting you, our fans, decide what goes into your AMD-powered PC for gaming through these summer nights. The best part: Once we're all done, a lucky winner will receive the PC build components! Details below. 👇 <hyperlink>"
"As the social media manager for 'arm' (Twitter: @armnewsteam), create a tweet using the following keywords: ['automate', 'algorithm', 'classification', 'different', 'cloud', 'type', 'automate']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.","Different #clouds have different radiative forcing. Now, an automated algorithm can classify seven different cloud types automatically | #ARM <mention> <mention> | <hyperlink> <hyperlink>"
"As the social media manager for 'turkish airlines' (Twitter: @EuroLeague), create a tweet using the following keywords: ['basketball', 'player', 'hold', 'ball', 'smile', 'hold', 'smile']. Craft a message that aligns with our brand and is likely to receive at least 42 likes.",A strong performance from <mention> 💪 <hyperlink>
"As the social media manager for 'free' (Twitter: @hkfp), create a tweet using the following keywords: ['hkp', 'lens', 'hkp', 'lens', 'hkp', 'lens', 'hkp', 'lens', 'hkp', 'lens']. Craft a message that aligns with our brand and is likely to receive at least 55 likes.","[Recap] HKFP Lens: ‘Democracy is under attack’ – Clashes around Hong Kong Island as protests enter 17th week, Part 2

<hyperlink> <mention> #hongkong #hongkongprotests #antiELAB #china <hyperlink>"
"As the social media manager for 'metro' (Twitter: @OfficialDMRC), create a tweet using the following keywords: ['crane', 'lift', 'large', 'red', 'object', 'air', 'lift']. Craft a message that aligns with our brand and is likely to receive at least 260 likes.","The lowering work of the first Tunnel Boring Machine of Phase 4 work has started at Vikaspuri on Janakpuri West – RK Ashram Marg corridor. In this tunnelling drive, two tunnels will be bored between Vikaspuri and Krishna Park Extension. #OntoTheFourth
<hyperlink> <hyperlink>"
"As the social media manager for 'williams' (Twitter: @kaptainkristian), create a tweet using the following keywords: ['drawing', 'man', 'glass', 'book']. Craft a message that aligns with our brand and is likely to receive at least 1882 likes.","In addition to being masters of their craft, Disney animators were also legendarily adept at roasting the absolute fuck out of their co-workers.

Dudes had zero mercy when it came to the birthday caricatures. <hyperlink>"
"As the social media manager for 'ge healthcare' (Twitter: @GEHealthCare), create a tweet using the following keywords: ['picture', 'woman', 'ultrasound', 'blue', 'arrow', 'pointing', 'heart']. Craft a message that aligns with our brand and is likely to receive at least 54 likes.","Head, shoulders, knees and... heart? Examining the size, shape and function of the #fetal heart in less than three minutes <hyperlink>
#ISUOG2018 <hyperlink>"
